Cpd,Formula,RT,Mass,CAS_ID,Source,Score,Algorithm,Area,Area_Pct,Peak_Height
6112,C30H59NO2,16.836,465.4528,,FBF,57.74,FBF,,,
6113,C50H97NO4,16.446,775.7435,,FBF,58.31,FBF,,,
6114,C44H87NO3,21.097,677.6714,,FBF,67.57,FBF,,,
6115,C46H81NO3,17.901,695.6222,,FBF,52.51,FBF,,,
6116,C52H99NO5,17.745,817.7524,,FBF,52.49,FBF,,,
6117,C38H65NO3,18.135,583.5008,,FBF,82.91,FBF,,,
6118,C30H61NO3,13.041,483.4615,,FBF,56.58,FBF,,,
6119,C35H71NO3,19.772,553.5438,,FBF,58.1,FBF,,,
6120,C24H49NO4,15.042,415.3652,,FBF,75.92,FBF,,,
6121,C33H65NO3,12.625,523.4972,,FBF,87.47,FBF,,,
6122,C34H67NO3,17.459,537.5124,,FBF,58.6,FBF,,,
6123,C34H67NO4,17.693,553.5036,,FBF,53.45,FBF,,,
6124,C34H65NO4,17.251,551.491,,FBF,61.87,FBF,,,
6125,C35H69NO3,17.07,551.528,,FBF,62.79,FBF,,,
6126,C36H71NO3,17.122,565.5438,,FBF,62.51,FBF,,,
6127,C36H59NO3,13.327,553.4526,,FBF,57.31,FBF,,,
6128,C37H73NO3,22.213,579.5596,,FBF,50.72,FBF,,,
6129,C38H73NO4,19.434,607.5565,,FBF,57.3,FBF,,,
6130,C39H77NO3,21.122,607.5943,,FBF,50.89,FBF,,,
6131,C39H77NO4,19.434,623.5843,,FBF,60.11,FBF,,,
6132,C40H79NO3,16.784,621.608,,FBF,53.59,FBF,,,
6133,C46H91NO3,17.563,705.6977,,FBF,54.37,FBF,,,
6134,C49H97NO3,21.538,747.7453,,FBF,59.75,FBF,,,
6135,C53H105NO3,19.72,803.81,,FBF,50.01,FBF,,,
6136,C32H53NO3,15.276,499.4031,,FBF,58.63,FBF,,,
6137,C34H55NO3,10.545,525.4205,,FBF,67.93,FBF,,,
6138,C35H65NO4,17.277,563.4896,,FBF,56.19,FBF,,,
6139,C39H75NO4,16.654,621.5723,,FBF,64.37,FBF,,,
6140,C39H73NO4,18.94,619.5549,,FBF,58.85,FBF,,,
6141,C52H101NO3,21.954,787.7822,,FBF,53.5,FBF,,,
6142,C53H103NO3,13.249,801.794,,FBF,53.78,FBF,,,
6143,C42H75NO4,21.278,657.5712,,FBF,58.94,FBF,,,
6144,C45H83NO4,18.966,701.6339,,FBF,62.48,FBF,,,
6145,C41H77NO3,17.589,631.5883,,FBF,57.03,FBF,,,
6146,C35H63NO3,12.625,545.479,,FBF,83.36,FBF,,,
6147,C54H107NO3,12.495,817.8248,,FBF,59.44,FBF,,,
6148,C55H105NO4,20.707,843.8049,,FBF,59.47,FBF,,,
6149,C35H57NO3,12.443,539.4374,,FBF,57.17,FBF,,,
6150,C37H67NO3,12.053,573.5092,,FBF,55.03,FBF,,,
6151,C37H59NO3,14.835,565.4482,,FBF,52.41,FBF,,,
6152,C41H75NO3,18.031,629.5744,,FBF,55.56,FBF,,,
6153,C45H83NO5,18.81,717.632,,FBF,52.42,FBF,,,
6154,C53H97NO4,21.98,811.7404,,FBF,66.65,FBF,,,
6155,C34H69NO3,15.51,539.5253,,FBF,83.73,FBF,,,
6156,C34H65NO2,21.798,519.5019,,FBF,99.22,FBF,,,
6157,C38H63NO3,14.835,581.4803,,FBF,61.44,FBF,,,
6158,C55H109NO3,12.885,831.8356,,FBF,54.26,FBF,,,
6159,C58H111NO5,20.473,901.8514,,FBF,52.41,FBF,,,
6160,C38H69NO3,17.537,587.5264,,FBF,55.07,FBF,,,
6161,C42H77NO3,18.732,643.5889,,FBF,57.67,FBF,,,
6162,C55H107NO3,22.031,829.8219,,FBF,56.56,FBF,,,
6163,C60H93NO3,13.743,875.714,,FBF,51.85,FBF,,,
6164,C38H71NO2,22.395,573.5435,,FBF,56.73,FBF,,,
6165,C39H73NO2,16.03,587.566,,FBF,53.19,FBF,,,
6166,C51H99NO4,19.33,789.7527,,FBF,53.33,FBF,,,
6167,C53H91NO3,18.732,789.7026,,FBF,55.8,FBF,,,
6168,C39H65NO3,15.978,595.4979,,FBF,59.59,FBF,,,
6169,C41H73NO3,18.446,627.5603,,FBF,58.74,FBF,,,
6170,C43H85NO4,18.576,679.6512,,FBF,60.32,FBF,,,
6171,C41H79NO2,5.997,617.6123,,FBF,64.55,FBF,,,
6172,C65H125NO3,19.304,967.9651,,FBF,50.91,FBF,,,
6173,C59H113NO5,18.135,915.8615,,FBF,69.94,FBF,,,
6174,C39H71NO3,16.784,601.5443,,FBF,56.26,FBF,,,
6175,C39H63NO3,12.053,593.486,,FBF,64.6,FBF,,,
6176,C41H71NO3,16.654,625.5455,,FBF,58.49,FBF,,,
6177,C41H69NO3,16.836,623.5265,,FBF,59.11,FBF,,,
6178,C30H61NO5,19.824,515.4533,,FBF,53.57,FBF,,,
6179,C42H85NO5,19.252,683.6409,,FBF,52.61,FBF,,,
6180,C43H87NO5,21.071,697.656,,FBF,60.97,FBF,,,
6181,C50H99NO4,20.655,777.7559,,FBF,55.29,FBF,,,
6182,C54H105NO4,12.547,831.8018,,FBF,55.12,FBF,,,
6183,C24H49NO3,12.963,399.3701,,FBF,55.0,FBF,,,
6184,C18H37NO4,7.868,331.2709,,FBF,78.26,FBF,,,
6185,C30H59NO5,14.938,513.4394,,FBF,57.81,FBF,,,
6186,C36H69NO5,22.499,595.5163,,FBF,59.76,FBF,,,
6187,C38H73NO5,18.291,623.5478,,FBF,82.84,FBF,,,
6188,C44H87NO4,17.096,693.6579,,FBF,50.75,FBF,,,
6189,C44H85NO4,17.511,691.6476,,FBF,54.02,FBF,,,
6190,C44H77NO3,22.265,667.5879,,FBF,78.52,FBF,,,
6191,C58H111NO3,20.577,869.8562,,FBF,51.53,FBF,,,
6192,C70H131NO5,21.33,1065.9962,,FBF,54.15,FBF,,,
6193,C34H67NO5,16.888,569.5019,,FBF,54.03,FBF,,,
6194,C41H81NO5,19.72,667.6109,,FBF,64.27,FBF,,,
6195,C34H65NO5,18.524,567.4871,,FBF,61.06,FBF,,,
6196,C36H65NO5,10.415,591.4914,,FBF,54.76,FBF,,,
6197,C32H57NO4,19.278,519.4318,,FBF,58.88,FBF,,,
6198,C19H39NO3,7.478,329.2919,,FBF,75.45,FBF,7884266.0,5.72,2200961.0
6199,C43H85NO2,20.473,647.6581,,FBF,57.07,FBF,,,
6200,C43H83NO2,22.083,645.6375,,FBF,58.79,FBF,,,
6201,C44H81NO2,19.304,655.6291,,FBF,55.32,FBF,,,
6202,C45H85NO3,6.101,687.6575,,FBF,55.75,FBF,,,
6203,C45H87NO4,18.836,705.6611,,FBF,54.22,FBF,,,
6204,C45H83NO3,18.68,685.6366,,FBF,51.05,FBF,,,
6205,C59H109NO5,21.33,911.8292,,FBF,57.64,FBF,,,
6206,C44H89NO5,19.694,711.6711,,FBF,51.13,FBF,,,
6207,C20H41NO4,11.897,359.3029,,FBF,76.37,FBF,,,
6208,C21H43NO3,12.755,357.324,,FBF,71.33,FBF,,,
6209,C49H89NO3,18.291,739.6787,,FBF,50.06,FBF,,,
6210,C45H85NO2,19.72,671.6594,,FBF,52.71,FBF,,,
6211,C21H43NO4,8.284,373.3182,,FBF,55.1,FBF,,,
6212,C45H79NO3,19.512,681.6064,,FBF,51.32,FBF,,,
6213,C47H93NO4,21.2,735.7062,,FBF,52.75,FBF,,,
6214,C43H71NO3,14.757,649.5405,,FBF,51.69,FBF,,,
6215,C45H85NO4,22.005,703.6488,,FBF,52.2,FBF,,,
6216,C22H45NO3,9.714,371.3382,,FBF,73.66,FBF,,,
6217,C22H45NO4,11.793,387.3335,,FBF,64.23,FBF,,,
6218,C48H95NO4,21.798,749.7273,,FBF,52.62,FBF,,,
6219,C66H107NO3,20.187,961.822,,FBF,51.62,FBF,,,
6220,C41H83NO3,18.55,637.6366,,FBF,83.57,FBF,,,
6221,C25H51NO3,16.498,413.3839,,FBF,70.19,FBF,,,
6222,C45H91NO3,19.434,693.6934,,FBF,50.36,FBF,,,
6223,C50H101NO3,19.902,763.7805,,FBF,61.27,FBF,,,
6224,C29H59NO3,14.99,469.4472,,FBF,51.16,FBF,,,
6225,C73H119NO3,17.667,1057.9149,,FBF,55.64,FBF,,,
6226,C30H55NO5,17.927,509.407,,FBF,60.79,FBF,69640019.0,50.53,3554556.0
6227,C34H61NO5,18.836,563.4579,,FBF,64.16,FBF,,,
6228,C35H69NO2,6.257,535.5332,,FBF,67.27,FBF,,,
6229,C81H135NO3,20.603,1170.0434,,FBF,50.02,FBF,,,
6230,C38H67NO2,22.785,569.5157,,FBF,76.82,FBF,,,
6231,C38H63NO4,13.275,597.4784,,FBF,55.4,FBF,,,
6232,C39H79NO3,18.732,609.6071,,FBF,91.95,FBF,,,
6233,C40H73NO5,16.732,647.5452,,FBF,56.94,FBF,94955583.0,68.9,562409.0
6234,C41H77NO5,21.642,663.5798,,FBF,58.21,FBF,,,
6235,C44H83NO5,17.641,705.6265,,FBF,52.83,FBF,,,
6236,C45H85NO5,17.745,719.6424,,FBF,62.7,FBF,,,
6237,C47H87NO5,19.642,745.6595,,FBF,56.04,FBF,,,
6238,C47H83NO3,16.472,709.6394,,FBF,83.8,FBF,,,
6239,C48H83NO4,14.575,737.6322,,FBF,54.49,FBF,,,
6240,C51H103NO3,19.928,777.7917,,FBF,52.86,FBF,,,
6241,C52H91NO3,22.655,777.6972,,FBF,54.32,FBF,,,
6242,C52H91NO5,17.199,809.6837,,FBF,54.31,FBF,,,
6243,C52H89NO3,18.68,775.6829,,FBF,53.59,FBF,,,
6244,C53H107NO3,22.914,805.8229,,FBF,63.65,FBF,,,
6245,C54H97NO5,13.587,839.7359,,FBF,64.97,FBF,,,
6246,C54H95NO5,18.784,837.72,,FBF,58.18,FBF,,,
6247,C56H97NO3,18.81,831.7429,,FBF,53.64,FBF,,,
6248,C57H115NO3,13.301,861.8872,,FBF,54.23,FBF,,,
6249,C59H113NO3,11.533,883.8712,,FBF,58.25,FBF,,,
6250,C65H131NO3,13.951,974.0111,,FBF,59.01,FBF,,,
6251,C29H58NO6P,18.109,547.3981,,FBF,58.01,FBF,,,
6252,C31H62NO6P,14.783,575.4314,,FBF,76.63,FBF,,,
6253,C31H60NO6P,18.836,573.412,,FBF,65.06,FBF,,,
6254,C32H58NO6P,4.724,583.3962,,FBF,56.7,FBF,,,
6255,C34H68NO6P,18.836,617.4771,,FBF,58.11,FBF,,,
6256,C35H72NO6P,15.64,633.5099,,FBF,69.94,FBF,,,
6257,C40H82NO6P,15.484,703.5853,,FBF,56.36,FBF,,,
6258,C42H86NO6P,18.498,731.6181,,FBF,62.18,FBF,,,
6259,C51H104NO6P,21.382,857.7641,,FBF,73.23,FBF,,,
6260,C34H58NO6P,6.049,607.3987,,FBF,68.74,FBF,,,
6261,C36H68NO6P,11.065,641.476,,FBF,72.27,FBF,,,
6262,C40H76NO6P,14.809,697.542,,FBF,52.75,FBF,,,
6263,C43H86NO6P,21.148,743.6187,,FBF,61.98,FBF,,,
6264,C49H98NO6P,21.928,827.7125,,FBF,50.35,FBF,,,
6265,C31H56NO6P,5.27,569.3819,,FBF,67.28,FBF,,,
6266,C32H54NO6P,18.914,579.3688,,FBF,75.7,FBF,,,
6267,C33H64NO6P,17.018,601.4461,,FBF,69.39,FBF,,,
6268,C36H58NO6P,5.763,631.398,,FBF,54.57,FBF,,,
6269,C37H72NO6P,19.98,657.5101,,FBF,57.56,FBF,,,
6270,C40H74NO6P,21.46,695.5239,,FBF,61.59,FBF,,,
6271,C41H80NO6P,19.096,713.5727,,FBF,58.34,FBF,,,
6272,C42H82NO6P,19.98,727.5881,,FBF,52.97,FBF,,,
6273,C45H88NO6P,13.847,769.63,,FBF,56.67,FBF,,,
6274,C48H94NO6P,19.642,811.6755,,FBF,56.17,FBF,,,
6275,C52H102NO6P,19.018,867.7452,,FBF,53.59,FBF,,,
6276,C37H68NO6P,17.927,653.4832,,FBF,61.29,FBF,69640019.0,50.53,3554556.0
6277,C33H58NO6P,18.914,595.3945,,FBF,51.3,FBF,,,
6278,C37H70NO6P,13.379,655.4936,,FBF,55.21,FBF,,,
6279,C37H62NO6P,17.719,647.4275,,FBF,55.74,FBF,,,
6280,C33H56NO6P,5.555,593.3855,,FBF,66.21,FBF,,,
6281,C35H58NO6P,5.737,619.4037,,FBF,52.02,FBF,,,
6282,C37H60NO6P,4.047,645.4154,,FBF,84.35,FBF,,,
6283,C39H68NO6P,17.927,677.4787,,FBF,63.23,FBF,69640019.0,50.53,3554556.0
6284,C38H64NO6P,10.077,661.446,,FBF,59.11,FBF,,,
6285,C40H72NO6P,13.405,693.5116,,FBF,58.87,FBF,,,
6286,C38H62NO6P,4.385,659.4292,,FBF,59.78,FBF,,,
6287,C56H112NO6P,18.602,925.8236,,FBF,59.29,FBF,,,
6288,C39H64NO6P,4.854,673.447,,FBF,91.97,FBF,,,
6289,C41H72NO6P,19.98,705.5098,,FBF,50.2,FBF,,,
6290,C20H40NO6P,9.896,421.2603,,FBF,69.66,FBF,,,
6291,C57H114NO6P,19.512,939.8358,,FBF,57.09,FBF,,,
6292,C40H66NO6P,4.828,687.4604,,FBF,58.55,FBF,,,
6293,C45H86NO6P,14.886,767.6201,,FBF,50.1,FBF,,,
6294,C41H68NO6P,5.114,701.474,,FBF,68.57,FBF,,,
6295,C43H76NO6P,18.992,733.5385,,FBF,57.51,FBF,,,
6296,C59H116NO6P,22.421,965.8531,,FBF,50.02,FBF,,,
6297,C47H90NO6P,12.989,795.6495,,FBF,58.96,FBF,,,
6298,C47H88NO6P,15.848,793.6339,,FBF,57.7,FBF,,,
6299,C60H118NO6P,19.304,979.874,,FBF,58.7,FBF,,,
6300,C44H76NO6P,0.383,745.544,,FBF,82.52,FBF,3497639.0,2.54,966956.0
6301,C61H120NO6P,18.888,993.8857,,FBF,50.88,FBF,,,
6302,C54H109NO5,13.899,851.8337,,FBF,55.89,FBF,,,
6303,C57H109NO3,21.252,855.8389,,FBF,57.33,FBF,,,
6304,C55H111NO5,13.301,865.8442,,FBF,65.48,FBF,,,
6305,C25H51NO4,10.415,429.3795,,FBF,73.28,FBF,,,
6306,C26H53NO4,17.459,443.3976,,FBF,97.34,FBF,,,
6307,C28H57NO4,17.459,471.4291,,FBF,99.02,FBF,,,
6308,C32H65NO3,14.133,511.4952,,FBF,89.28,FBF,,,
6309,C32H65NO4,16.602,527.4871,,FBF,60.08,FBF,,,
6310,C35H71NO4,22.785,569.5357,,FBF,53.41,FBF,,,
6311,C56H109NO4,12.885,859.835,,FBF,56.37,FBF,,,
6312,C58H109NO3,20.525,867.8423,,FBF,59.32,FBF,,,
6313,C53H105NO4,14.211,819.8093,,FBF,51.66,FBF,,,
6314,C55H109NO4,21.045,847.8371,,FBF,54.84,FBF,,,
6315,C55H107NO4,20.213,845.8214,,FBF,51.91,FBF,,,
6316,C57H111NO4,20.863,873.8491,,FBF,53.07,FBF,,,
6317,C57H115NO5,22.551,893.8791,,FBF,57.1,FBF,,,
6318,C56H113NO3,13.197,847.8722,,FBF,59.34,FBF,,,
6319,C59H117NO5,21.097,919.8894,,FBF,50.44,FBF,,,
6320,C62H105NO3,20.395,911.8052,,FBF,51.62,FBF,,,
6321,C62H113NO3,18.213,919.8709,,FBF,57.3,FBF,,,
6322,C63H111NO3,19.85,929.8563,,FBF,54.45,FBF,,,
6323,C65H127NO3,14.653,969.9845,,FBF,57.87,FBF,,,
6324,C65H117NO3,18.524,959.9027,,FBF,80.95,FBF,,,
6325,C66H117NO3,19.538,971.9051,,FBF,54.9,FBF,,,
6326,C68H121NO3,17.693,999.9318,,FBF,53.01,FBF,,,
6327,C70H129NO3,10.935,1031.9989,,FBF,54.31,FBF,,,
6328,C69H137NO4,15.12,1044.0496,,FBF,59.71,FBF,,,
6329,C69H135NO5,10.935,1058.0327,,FBF,57.72,FBF,,,
6330,C75H133NO3,19.954,1096.0286,,FBF,50.53,FBF,,,
6331,C81H145NO3,11.897,1180.1217,,FBF,56.55,FBF,,,
6332,C48H75NO3,13.327,713.5733,,FBF,51.6,FBF,,,
6333,C34H69NO5,17.096,571.517,,FBF,63.44,FBF,,,
6334,C35H71NO5,6.309,585.5332,,FBF,69.73,FBF,,,
6335,C48H97NO5,21.304,767.7335,,FBF,57.99,FBF,,,
6336,C48H93NO5,21.408,763.7077,,FBF,53.04,FBF,,,
6337,C45H71NO3,20.421,673.5391,,FBF,51.54,FBF,,,
6338,C51H79NO3,16.914,753.6069,,FBF,50.32,FBF,,,
6339,C33H63NO5,16.992,553.4761,,FBF,59.41,FBF,,,
6340,C37H71NO5,17.927,609.5329,,FBF,80.88,FBF,69640019.0,50.53,3554556.0
6341,C43H83NO5,18.966,693.6292,,FBF,63.44,FBF,,,
6342,C52H95NO6,22.291,829.719,,FBF,50.12,FBF,,,
6343,C53H97NO6,17.589,843.732,,FBF,53.3,FBF,,,
6344,C53H95NO5,14.055,825.7203,,FBF,70.35,FBF,,,
6345,C54H107NO5,18.654,849.8142,,FBF,62.48,FBF,,,
6346,C54H101NO6,19.226,859.764,,FBF,55.41,FBF,,,
6347,C54H95NO6,15.276,853.718,,FBF,51.37,FBF,,,
6348,C55H107NO6,16.758,877.813,,FBF,51.29,FBF,,,
6349,C55H103NO6,17.641,873.7782,,FBF,56.32,FBF,,,
6350,C55H99NO6,19.564,869.7476,,FBF,51.56,FBF,,,
6351,C56H109NO6,17.537,891.8303,,FBF,81.67,FBF,,,
6352,C56H107NO6,22.135,889.8096,,FBF,73.82,FBF,,,
6353,C56H105NO5,18.654,871.795,,FBF,51.78,FBF,,,
6354,C56H99NO6,19.2,881.7429,,FBF,54.74,FBF,,,
6355,C57H111NO5,22.785,889.8487,,FBF,63.61,FBF,,,
6356,C57H109NO5,18.472,887.8304,,FBF,50.46,FBF,,,
6357,C57H107NO6,19.018,901.8139,,FBF,52.54,FBF,,,
6358,C58H107NO5,21.174,897.8144,,FBF,52.87,FBF,,,
6359,C58H105NO5,18.654,895.7965,,FBF,52.87,FBF,,,
6360,C58H103NO5,14.86,893.7833,,FBF,53.87,FBF,,,
6361,C60H113NO5,20.941,927.8545,,FBF,53.85,FBF,,,
6362,C60H109NO5,14.886,923.8299,,FBF,50.32,FBF,,,
6363,C61H117NO6,21.019,959.8969,,FBF,56.52,FBF,,,
6364,C61H111NO5,19.174,937.8446,,FBF,53.79,FBF,,,
6365,C63H121NO6,17.693,987.9174,,FBF,50.12,FBF,,,
6366,C63H115NO5,18.732,965.8729,,FBF,52.39,FBF,,,
6367,C63H113NO5,19.148,963.8651,,FBF,56.81,FBF,,,
6368,C64H127NO5,12.495,989.9735,,FBF,68.49,FBF,,,
6369,C64H119NO5,18.446,981.9114,,FBF,62.04,FBF,,,
6370,C64H119NO6,20.421,997.9025,,FBF,53.06,FBF,,,
6371,C64H117NO5,18.654,979.8923,,FBF,68.65,FBF,,,
6372,C64H115NO6,18.472,993.8788,,FBF,50.26,FBF,,,
6373,C65H121NO6,17.719,1011.9171,,FBF,50.13,FBF,,,
6374,C65H117NO5,18.732,991.893,,FBF,55.72,FBF,,,
6375,C65H117NO6,18.369,1007.8856,,FBF,53.74,FBF,,,
6376,C66H127NO5,10.961,1013.973,,FBF,71.23,FBF,,,
6377,C66H123NO5,20.525,1009.9393,,FBF,50.26,FBF,,,
6378,C66H121NO6,21.304,1023.9225,,FBF,52.68,FBF,,,
6379,C66H119NO5,16.602,1005.9073,,FBF,50.67,FBF,,,
6380,C67H131NO5,10.961,1029.9999,,FBF,57.33,FBF,,,
6381,C67H121NO6,20.291,1035.9169,,FBF,50.93,FBF,,,
6382,C68H133NO6,21.668,1060.0189,,FBF,53.22,FBF,,,
6383,C68H131NO6,21.876,1057.9887,,FBF,55.29,FBF,,,
6384,C68H129NO5,20.603,1039.99,,FBF,67.32,FBF,,,
6385,C68H127NO5,19.434,1037.9642,,FBF,50.31,FBF,,,
6386,C70H135NO6,11.091,1086.0281,,FBF,56.55,FBF,,,
6387,C70H129NO5,11.065,1063.9844,,FBF,66.54,FBF,,,
6388,C71H137NO5,18.732,1084.0468,,FBF,69.41,FBF,,,
6389,C71H131NO5,20.032,1077.9966,,FBF,52.96,FBF,,,
6390,C73H135NO5,22.239,1106.0275,,FBF,55.91,FBF,,,
6391,C74H135NO6,21.46,1134.0337,,FBF,52.46,FBF,,,
6392,C26H53NO5,17.615,459.3934,,FBF,53.5,FBF,,,
6393,C27H55NO5,15.198,473.4071,,FBF,63.39,FBF,,,
6394,C36H63NO4,15.744,573.4739,,FBF,52.66,FBF,,,
6395,C33H59NO4,14.912,533.4444,,FBF,64.22,FBF,,,
6396,C39H71NO4,20.265,617.5344,,FBF,50.77,FBF,,,
6397,C38H65NO4,18.576,599.4896,,FBF,59.41,FBF,,,
6398,C39H67NO4,16.16,613.5097,,FBF,55.17,FBF,,,
6399,C40H71NO4,18.888,629.5406,,FBF,57.07,FBF,,,
6400,C40H69NO4,17.745,627.5236,,FBF,57.39,FBF,,,
6401,C41H71NO4,21.876,641.536,,FBF,53.89,FBF,,,
6402,C45H91NO5,21.746,725.6939,,FBF,55.49,FBF,,,
6403,C58H117NO4,11.741,891.8999,,FBF,50.69,FBF,,,
6404,C61H123NO4,13.951,933.9499,,FBF,55.32,FBF,,,
6405,C83H143N3O27,11.741,1613.9884,,FBF,52.13,FBF,,,
6406,C61H110N2O21,13.405,1206.7544,,FBF,51.69,FBF,,,
6407,C64H118N2O21,18.888,1250.8214,,FBF,51.5,FBF,,,
6408,C68H128N2O22,19.98,1324.8906,,FBF,83.72,FBF,,,
6409,C55H102N2O16,17.485,1046.7195,,FBF,53.73,FBF,,,
6410,C39H75NO13,10.051,765.5219,,FBF,91.49,FBF,,,
6411,C41H79NO14,10.0,809.5485,,FBF,92.06,FBF,,,
6412,C42H81NO14,13.405,823.5647,,FBF,53.18,FBF,,,
6413,C43H83NO13,20.187,821.5851,,FBF,50.62,FBF,,,
6414,C44H83NO13,14.886,833.5904,,FBF,57.46,FBF,,,
6415,C44H83NO14,17.277,849.5845,,FBF,57.4,FBF,,,
6416,C44H79NO13,19.824,829.5524,,FBF,60.1,FBF,,,
6417,C44H77NO13,20.006,827.5461,,FBF,54.39,FBF,,,
6418,C46H87NO14,20.837,877.6116,,FBF,52.57,FBF,,,
6419,C46H81NO13,14.809,855.5702,,FBF,50.71,FBF,,,
6420,C47H91NO13,17.953,877.6515,,FBF,50.02,FBF,,,
6421,C47H91NO14,13.327,893.6448,,FBF,60.46,FBF,,,
6422,C48H93NO14,17.329,907.6544,,FBF,61.58,FBF,,,
6423,C48H89NO13,17.745,887.627,,FBF,56.64,FBF,,,
6424,C51H99NO14,18.187,949.7144,,FBF,69.6,FBF,,,
6425,C65H127NO13,19.642,1129.9335,,FBF,56.24,FBF,,,
6426,C37H69NO13,21.85,735.483,,FBF,50.86,FBF,,,
6427,C38H71NO13,5.919,749.4919,,FBF,63.37,FBF,,,
6428,C39H73NO13,4.671,763.5068,,FBF,69.21,FBF,21727273.0,15.77,4512959.0
6429,C39H73NO14,15.484,779.5076,,FBF,58.79,FBF,,,
6430,C40H75NO14,10.0,793.5253,,FBF,52.46,FBF,,,
6431,C40H73NO13,13.353,775.5087,,FBF,53.77,FBF,,,
6432,C41H77NO14,4.75,807.5319,,FBF,65.25,FBF,34765323.0,25.23,4024607.0
6433,C45H85NO14,17.407,863.5939,,FBF,56.41,FBF,,,
6434,C46H85NO14,15.276,875.597,,FBF,57.15,FBF,,,
6435,C46H77NO13,13.977,851.5409,,FBF,56.74,FBF,,,
6436,C48H79NO13,5.218,877.5478,,FBF,62.4,FBF,,,
6437,C49H93NO13,18.472,903.6681,,FBF,50.51,FBF,,,
6438,C49H93NO14,13.353,919.6552,,FBF,53.63,FBF,,,
6439,C52H99NO14,21.33,961.7135,,FBF,56.02,FBF,,,
6440,C36H65NO14,5.503,735.4372,,FBF,78.41,FBF,,,
6441,C39H71NO13,5.036,761.4982,,FBF,68.92,FBF,,,
6442,C40H73NO14,4.75,791.5073,,FBF,68.42,FBF,34765323.0,25.23,4024607.0
6443,C41H75NO14,5.114,805.5254,,FBF,59.1,FBF,,,
6444,C42H77NO14,5.633,819.534,,FBF,50.69,FBF,,,
6445,C43H79NO14,14.964,833.5444,,FBF,66.87,FBF,,,
6446,C50H91NO14,15.64,929.65,,FBF,55.26,FBF,,,
6447,C60H113NO13,21.278,1055.8221,,FBF,50.31,FBF,,,
6448,C64H121NO13,19.798,1111.8822,,FBF,51.93,FBF,,,
6449,C49H83NO13,19.954,893.5845,,FBF,69.14,FBF,,,
6450,C51H91NO13,19.07,925.6521,,FBF,50.57,FBF,,,
6451,C27H51NO14,4.385,613.3356,,FBF,66.9,FBF,,,
6452,C45H77NO13,14.107,839.5422,,FBF,58.42,FBF,,,
6453,C49H81NO13,19.98,891.5779,,FBF,67.68,FBF,,,
6454,C45H81NO14,18.94,859.5592,,FBF,55.04,FBF,,,
6455,C54H105NO14,18.68,991.7597,,FBF,58.21,FBF,,,
6456,C67H131NO13,11.065,1157.9543,,FBF,58.46,FBF,,,
6457,C50H83NO13,13.301,905.5802,,FBF,51.41,FBF,,,
6458,C53H97NO14,13.353,971.6866,,FBF,53.85,FBF,,,
6459,C55H99NO13,19.434,981.7085,,FBF,58.54,FBF,,,
6460,C56H109NO14,20.317,1019.7871,,FBF,60.32,FBF,,,
6461,C31H59NO13,13.899,653.3957,,FBF,50.91,FBF,,,
6462,C70H133NO13,19.382,1195.9829,,FBF,54.45,FBF,,,
6463,C31H55NO14,4.724,665.3636,,FBF,51.94,FBF,,,
6464,C32H57NO13,4.437,663.382,,FBF,79.29,FBF,34988729.0,25.39,6894655.0
6465,C71H135NO13,21.226,1209.9931,,FBF,50.21,FBF,,,
6466,C72H139NO13,22.213,1226.0301,,FBF,54.06,FBF,,,
6467,C57H99NO13,22.81,1005.7043,,FBF,62.79,FBF,,,
6468,C56H95NO13,17.459,989.6812,,FBF,51.03,FBF,,,
6469,C60H113NO14,20.759,1071.8193,,FBF,58.04,FBF,,,
6470,C36H67NO15,13.509,753.4512,,FBF,68.69,FBF,,,
6471,C38H69NO15,5.555,779.4619,,FBF,64.04,FBF,,,
6472,C38H67NO13,5.01,745.4669,,FBF,63.38,FBF,,,
6473,C39H63NO13,10.051,753.4339,,FBF,71.82,FBF,,,
6474,C40H71NO14,5.088,789.4932,,FBF,64.19,FBF,,,
6475,C40H69NO13,5.919,771.4738,,FBF,52.28,FBF,,,
6476,C42H79NO15,10.0,837.547,,FBF,51.51,FBF,,,
6477,C42H77NO15,4.828,835.534,,FBF,75.35,FBF,,,
6478,C42H75NO15,5.14,833.5191,,FBF,61.18,FBF,,,
6479,C43H79NO15,5.192,849.5507,,FBF,71.56,FBF,,,
6480,C48H93NO12,19.954,875.678,,FBF,64.19,FBF,,,
6481,C48H89NO12,17.147,871.6425,,FBF,54.2,FBF,,,
6482,C49H85NO14,14.86,911.5912,,FBF,55.46,FBF,,,
6483,C50H93NO15,13.405,947.6556,,FBF,56.88,FBF,,,
6484,C50H89NO15,16.108,943.623,,FBF,55.12,FBF,,,
6485,C50H85NO14,13.301,923.5999,,FBF,59.95,FBF,,,
6486,C51H87NO14,4.984,937.6036,,FBF,57.73,FBF,,,
6487,C51H85NO14,19.85,935.5943,,FBF,52.73,FBF,,,
6488,C52H81NO13,13.873,927.5661,,FBF,54.31,FBF,,,
6489,C54H91NO12,18.083,945.656,,FBF,55.29,FBF,,,
6490,C55H97NO14,14.86,995.698,,FBF,58.6,FBF,,,
6491,C56H89NO13,5.062,983.6349,,FBF,67.65,FBF,,,
6492,C56H97NO14,13.275,1007.6903,,FBF,58.08,FBF,,,
6493,C87H149NO13,12.599,1416.0953,,FBF,50.31,FBF,,,
